,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
32,March,164031,0.88,3892,1824041,1118148
33,April,115847,0.88,3892,1203254,1118148
34,May,108160,0.88,1274,1136079,1118148
35,June,111666,0.96,1213,1168058,1118148
36,July,123882,0.96,1082,1332936,1118148
37,August,122369,0.96,874,1304092,1118148
38,September,115982,0.97,870,1218169,1118148
39,October,109396,0.97,971,1128013,1118148
40,November,117401,0.97,1258,1270542,1118148
41,December,127646,0.97,1569,1372660,1118148
42,January,197331,0.96,1832,2178764,1118148
43,February,186916,0.96,1743,2069210,1118148
44,March,151120,0.96,1693,1608891,1118148
45,April,129649,0.95,1445,1366927,1118148
46,May,108296,0.95,1114,1124713,1118148
47,June,125164,0.93,1000,1330857,1118148
48,July,154306,0.93,1067,1386131,1118148
49,August,136056,0.93,1066,1367232,1118148
50,September,138660,0.93,994,1413295,1118148
51,October,115222,0.93,999,1127108,1118148
52,November,97500,0.93,1014,944632,1118148
53,December,186919,0.93,1953,1969969,1118148
54,January,190988,0.93,1772,2086276,1118148
55,February,149835,0.93,1980,1539875,1118148
56,March,140825,0.93,1808,1425556,1118148
57,April,112699,0.93,1604,1117909,1118148
58,May,96197,0.93,1074,1000101,1118148
59,June,102390,0.95,607,1039501,1118148
60,July,111451,0.95,683,1153706,1118148
61,August,110135,0.95,804,1123071,1118148
62,September,92257,0.95,572,953411,1118148
63,October,94903,0.96,671,1018212,1118148
64,November,118024,0.96,1742,1150655,1118148
65,December,149198,0.96,1609,1518644,1118148
66,January,252425,0.96,1940,2857841,1118148
67,February,185569,0.96,2030,2015502,1118148
68,March,152937,1.0,1773,1628417,1118148
69,April,146409,1.0,1728,1517325,1118148
70,May,108677,1.0,1511,1064389,1118148
71,June,98487,1.0,752,972819,1118148
72,July,118148,1.0,985,1231982,1118148
73,August,116385,1.0,903,1216914,1118148
74,September,112017,1.0,863,1166075,1118148
75,October,100793,1.0,1249,1000957,1118148
76,November,116649,1.0,1704,1192029,1118148
77,December,164533,1.0,1429,1776367,1118148
78,January,169208,1.0,1803,1748287,1118148
79,February,244631,1.0,2129,2659352,1118148
80,March,179751,1.0,2004,1836601,1118148
81,April,131556,1.0,1633,1294168,1118148
82,May,101659,1.0,1378,980654,1118148
12,January,34860,0.93,795,232727,104790
13,February,39099,0.93,824,357000,104790
14,March,32711,0.93,788,294200,104790
15,April,29339,0.93,723,270700,104790
16,May,29510,0.96,547,203987,104790
17,June,29901,0.96,566,268500,104790
18,July,33083,0.96,669,296100,104790
19,August,33020,0.96,646,194749,104790
20,September,31914,0.96,648,190033,104790
21,October,29905,0.96,560,268600,104790
22,November,32794,0.96,700,217929,104790
23,December,35124,0.96,819,228079,104790
24,January,40463,0.96,1006,261509,104790
25,February,97318,0.96,981,334100,104790
26,March,58931,0.96,955,306300,104790
27,April,40321,0.96,792,296900,104790
28,May,36717,0.96,681,290000,104790
29,June,33910,0.96,625,275000,104790
30,July,34522,0.96,687,280800,104790
31,August,35392,0.96,657,292500,104790
32,September,31885,0.96,672,260000,104790
33,October,32634,0.94,603,265200,104790
34,November,29437,0.94,786,230500,104790
35,December,37241,0.98,1006,291200,104790
48,January,34650,1.0,971,288888,104790
49,February,32134,1.0,1105,257304,104790
50,March,29136,1.0,735,237961,104790
51,April,31982,1.0,726,266085,104790
52,May,27750,0.89,610,229288,104790
53,June,35706,0.89,622,293085,104790
54,July,32842,0.89,686,264949,104790
55,August,35893,0.98,764,290049,104790
56,September,34910,0.98,671,288029,104790
57,October,29887,1.0,628,243528,104790
58,November,30371,1.0,672,242531,104790
59,December,35177,1.0,963,273336,104790
60,January,39557,1.0,1016,314655,104790
61,February,32249,1.0,853,271174,104790
62,March,32136,1.0,936,268486,104790
63,April,32255,1.0,825,274438,104790
64,May,28154,1.0,614,248934,104790
65,June,36059,1.0,705,319217,104790
66,July,32585,1.0,712,284317,104790
67,August,33626,1.0,715,295498,104790
68,September,36193,1.0,726,319994,104790
69,October,31333,1.0,655,269561,104790
70,November,31490,1.0,738,268074,104790
71,December,34400,1.0,867,292148,104790
72,January,39150,1.0,1062,328364,104790
73,February,28192,1.0,827,261627,104790
74,March,29186,1.0,808,278073,104790
75,April,28106,1.0,761,266271,104790
76,May,39153,1.0,617,231306,104790
77,June,48576,1.0,665,290132,104790
78,July,29946,1.0,646,291819,104790
79,August,31078,1.0,667,296152,104790
80,September,32368,1.0,692,310551,104790
81,October,28447,1.0,660,271316,104790
82,November,26069,1.0,637,244122,104790
83,December,31080,1.0,793,287990,104790
84,January,30410,1.0,807,282648,104790
85,February,35249,1.0,811,333514,104790
86,March,26172,1.0,982,233791,104790
87,April,25398,1.0,835,228026,104790
88,May,25226,1.0,677,233179,104790
89,June,29602,1.0,657,286797,104790
6,January,26393,0.76,665,273847,125566
7,February,26406,0.76,676,272803,125566
8,March,21741,0.76,638,212603,125566
9,April,22878,0.76,637,228383,125566
10,May,21591,0.8,581,216749,125566
11,June,20892,0.8,577,207579,125566
12,July,23898,0.83,621,244282,125566
13,August,22401,0.83,567,229549,125566
14,September,22582,0.86,607,227549,125566
15,October,18698,0.9,521,183436,125566
16,November,20874,0.9,584,206547,125566
17,December,20672,0.9,655,225199,125566
18,January,23871,0.9,657,239900,125566
19,February,24311,0.9,633,248611,125566
20,March,16388,0.9,649,177133,125566
21,April,21063,0.92,538,195121,125566
22,May,22188,0.92,494,213675,125566
23,June,22702,0.92,581,211477,125566
24,July,24625,0.92,593,234436,125566
25,August,21935,0.92,576,202324,125566
26,September,18530,0.92,612,208032,125566
27,October,20910,0.89,502,196804,125566
28,November,19328,0.89,534,173748,125566
29,December,18276,0.89,528,182967,125566
42,January,21293,0.82,567,211094,125566
43,February,22662,0.8,562,230251,125566
44,March,19785,0.8,503,197529,125566
45,April,19902,0.87,535,195689,125566
46,May,20256,0.87,502,204098,125566
47,June,19925,0.8,585,190584,125566
48,July,21267,0.82,564,211137,125566
49,August,22291,0.93,597,221486,125566
50,September,22132,0.93,555,223901,125566
51,October,22157,0.93,486,231734,125566
52,November,18018,0.93,570,166852,125566
53,December,20797,0.93,593,218189,125566
54,January,25830,0.93,602,254771,125566
55,February,23058,0.93,587,220619,125566
56,March,21239,0.91,783,182349,125566
57,April,20706,0.91,549,194201,125566
58,May,19840,0.98,492,188981,125566
59,June,23589,0.98,557,230547,125566
60,July,23208,0.96,572,224060,125566
61,August,23529,1.0,580,227403,125566
62,September,20603,1.0,511,196822,125566
63,October,20237,0.93,530,190136,125566
64,November,20348,0.93,484,196326,125566
65,December,18550,0.93,495,197214,125566
66,January,25701,0.97,545,254241,125566
67,February,21519,0.97,492,206793,125566
68,March,18992,0.97,488,175235,125566
69,April,20341,1.0,503,190725,125566
70,May,20806,1.0,507,196212,125566
71,June,23603,1.0,553,225983,125566
72,July,23517,0.97,572,223911,125566
73,August,24512,1.0,553,238426,125566
74,September,24148,1.0,580,231116,125566
75,October,22727,0.97,545,216088,125566
76,November,21641,0.97,507,206769,125566
77,December,20862,0.97,538,219959,125566
78,January,24461,0.97,534,225238,125566
79,February,23990,0.97,526,220493,125566
80,March,23367,0.97,518,213809,125566
81,April,21652,0.97,515,193511,125566
82,May,25058,0.97,522,233541,125566
83,June,21958,0.97,534,195609,125566
6,January,49161,0.76,1824,536400,259026
7,February,48187,0.76,1864,571680,259026
8,March,45893,0.8,1735,560880,259026
9,April,39420,0.77,1383,470160,259026
10,May,45347,0.77,1444,527760,259026
11,June,43711,0.83,1489,531360,259026
12,July,48315,0.83,1562,574560,259026
13,August,41691,0.83,1426,493200,259026
14,September,47813,0.83,1395,550800,259026
15,October,40016,0.83,1424,470160,259026
16,November,53863,0.83,1752,576720,259026
17,December,51339,0.83,1833,612000,259026
18,January,50934,0.85,1849,596160,259026
19,February,44806,0.85,1867,549360,259026
20,March,38348,0.79,1658,454320,259026
21,April,36843,0.81,1082,418320,259026
22,May,35504,0.82,1108,420480,259026
23,June,35946,0.8,1222,428400,259026
24,July,34319,0.8,1085,393120,259026
25,August,37726,0.82,1032,436320,259026
26,September,33291,0.86,1015,355680,259026
27,October,31152,0.86,879,340560,259026
28,November,47690,0.86,1522,469440,259026
29,December,45247,0.86,1456,474480,259026
42,January,51086,0.96,1784,552824,259026
43,February,48602,0.96,1717,514901,259026
44,March,41670,0.96,1482,426411,259026
45,April,35954,0.96,1374,388620,259026
46,May,36116,1.0,1125,401541,259026
47,June,38927,1.0,1135,447521,259026
48,July,37335,1.0,1251,457154,259026
49,August,36170,1.0,1194,450206,259026
50,September,36840,1.0,1123,446961,259026
51,October,31059,1.0,1037,366724,259026
52,November,42559,1.0,1507,440751,259026
53,December,48028,1.0,1724,532417,259026
54,January,51014,0.99,1968,505779,259026
55,February,40212,0.99,1463,439492,259026
56,March,40691,0.91,1546,417845,259026
57,April,29853,0.92,982,345980,259026
58,May,31343,0.92,943,353622,259026
59,June,32316,0.92,1179,382493,259026
60,July,47713,0.96,1249,400811,259026
61,August,31301,0.96,1194,370895,259026
62,September,33347,0.96,1144,368555,259026
63,October,23527,0.85,1095,326695,259026
64,November,30021,0.85,1400,434820,259026
65,December,38439,0.85,1721,543610,259026
66,January,39555,0.85,1566,576081,259026
67,February,30761,0.85,1527,458823,259026
68,March,30794,0.84,1561,463596,259026
69,April,24388,0.84,1316,347868,259026
70,May,27948,0.84,1103,374975,259026
71,June,24780,0.84,1274,363770,259026
72,July,37033,0.84,1185,388814,259026
73,August,48539,0.84,1142,376854,259026
74,September,27490,0.84,1264,378603,259026
75,October,24063,0.84,1165,344020,259026
76,November,33118,0.84,1499,495301,259026
77,December,25758,0.84,1705,457774,259026
78,January,40812,0.84,1877,568981,259026
79,February,30582,0.83,1725,445541,259026
80,March,28673,0.83,1653,414200,259026
81,April,23311,0.85,1219,323442,259026
82,May,22799,0.85,1082,364136,259026
83,June,33868,0.87,1080,358383,259026
83,June,32290,0.88,1199,428000,414293
84,July,35299,0.88,1185,467000,414293
85,August,36983,0.91,1256,490200,414293
86,September,1367,0.91,34,12200,414293
12,January,17233,1.0,490,140700,86989
13,February,18448,1.0,308,148531,86989
14,March,17936,0.97,448,147301,86989
15,April,16754,0.97,315,141100,86989
16,May,18846,0.97,302,151310,86989
17,June,19829,0.97,245,165445,86989
18,July,17536,1.0,230,145555,86989
19,August,18228,1.0,250,152813,86989
20,September,18257,1.0,434,144985,86989
21,October,17653,1.0,349,142103,86989
22,November,21707,1.0,377,177679,86989
23,December,24176,1.0,514,195001,86989
24,January,21944,1.0,536,188988,86989
25,February,18847,1.0,570,157042,86989
26,March,18400,1.0,484,153509,86989
27,April,16290,1.0,416,137160,86989
28,May,17059,1.0,371,144442,86989
29,June,18963,1.0,424,161214,86989
30,July,17688,1.0,401,151049,86989
31,August,17785,1.0,443,149468,86989
32,September,15678,1.0,319,131763,86989
33,October,15453,1.0,347,128615,86989
34,November,17797,0.91,495,145988,86989
35,December,21144,0.91,523,171271,86989
48,January,18959,1.0,492,163090,86989
49,February,17349,1.0,412,147037,86989
50,March,15243,1.0,353,129534,86989
51,April,12912,1.0,276,108696,86989
52,May,13699,1.0,280,112243,86989
53,June,14389,1.0,380,112394,86989
54,July,16381,1.0,416,129732,86989
55,August,14686,0.93,303,123553,86989
56,September,17429,1.0,503,142339,86989
57,October,15376,1.0,300,124748,86989
58,November,18953,1.0,378,155530,86989
59,December,20136,1.0,450,165386,86989
60,January,19085,1.0,508,158012,86989
61,February,16929,1.0,465,139630,86989
62,March,17464,1.0,533,141596,86989
63,April,14495,1.0,310,124343,86989
64,May,17434,1.0,395,149240,86989
65,June,16800,1.0,380,144103,86989
66,July,16908,1.0,380,146061,86989
67,August,17363,1.0,380,150641,86989
68,September,15240,1.0,346,128154,86989
69,October,15682,1.0,380,130967,86989
70,November,17781,1.0,516,147354,86989
71,December,26208,1.0,756,221046,86989
72,January,16488,1.0,520,161169,86989
73,February,15760,1.0,428,149120,86989
74,March,15557,1.0,394,148068,86989
75,April,14331,1.0,377,138293,86989
76,May,15458,1.0,352,150441,86989
77,June,16536,1.0,414,158225,86989
78,July,16972,1.0,457,158559,86989
79,August,17193,1.0,478,167741,86989
80,September,16025,1.0,391,156224,86989
81,October,15207,0.97,376,142883,86989
82,November,17969,0.97,480,168833,86989
83,December,18113,0.97,505,168401,86989
84,January,19902,0.97,614,183685,86989
85,February,17060,0.97,433,159125,86989
86,March,14336,0.97,350,132121,86989
87,April,14460,0.97,326,134924,86989
88,May,15870,0.97,384,152938,86989
89,June,16952,0.97,400,163701,86989
6,January,28719,0.84,987,336997,231681
7,February,27195,0.84,987,344568,231681
8,March,27599,0.84,987,351902,231681
9,April,24747,0.84,1029,300121,231681
10,May,24375,0.84,1029,293158,231681
11,June,28094,0.83,1178,342149,231681
12,July,29129,0.84,1188,359962,231681
13,August,28606,0.89,1097,359185,231681
14,September,28399,0.94,1029,363186,231681
15,October,24435,0.94,1065,285260,231681
16,November,24755,0.94,1029,302505,231681
17,December,31276,0.94,1029,422318,231681
18,January,28651,0.95,989,373888,231681
19,February,30953,1.0,989,392739,231681
20,March,35323,1.0,989,375607,231681
21,April,29538,1.0,1016,321219,231681
22,May,31210,1.0,1002,364417,231681
23,June,30766,1.0,1196,337837,231681
24,July,34018,1.0,1242,387412,231681
25,August,35114,1.0,1194,419883,231681
26,September,28040,1.0,1075,335042,231681
27,October,27086,1.0,1121,312999,231681
28,November,27415,1.0,994,330032,231681
29,December,28157,1.0,994,360612,231681
30,January,34458,1.0,1020,433630,231681
31,February,26513,1.0,1020,364077,231681
32,March,26002,1.0,1020,381706,231681
33,April,23899,1.0,1020,330647,231681
34,May,22804,1.0,1020,328488,231681
35,June,24986,1.0,1135,370739,231681
36,July,26386,1.0,1114,384946,231681
37,August,25478,1.0,1118,366687,231681
38,September,26256,1.0,1142,372665,231681
39,October,22490,1.0,1021,318112,231681
40,November,21732,1.0,1020,318915,231681
41,December,22700,1.0,1020,395888,231681
42,January,24038,1.0,1004,410709,231681
43,February,21851,1.0,924,343759,231681
44,March,22057,0.88,892,361645,231681
45,April,20233,0.88,999,326578,231681
46,May,21081,0.88,936,336303,231681
47,June,24753,0.88,1091,422661,231681
48,July,25344,0.94,1106,426410,231681
49,August,28575,0.94,1094,409522,231681
50,September,28485,0.94,1027,442885,231681
51,October,24703,0.94,881,352427,231681
52,November,24832,0.94,875,343839,231681
53,December,24603,0.94,879,353689,231681
54,January,26050,0.94,870,337109,231681
55,February,27252,0.94,762,314649,231681
56,March,26244,0.94,763,333064,231681
57,April,23519,0.94,761,324219,231681
58,May,24504,0.94,834,307148,231681
59,June,27224,0.94,948,368715,231681
60,July,27971,0.94,937,375840,231681
61,August,26635,0.94,879,366646,231681
62,September,26163,0.94,864,369205,231681
63,October,23551,0.89,849,314321,231681
64,November,25441,0.89,726,347561,231681
65,December,23277,0.77,789,314295,231681
66,January,26009,0.82,866,373496,231681
67,February,23954,0.69,901,357653,231681
68,March,19997,0.51,660,265449,231681
69,April,19164,0.51,647,245044,231681
70,May,20695,0.51,862,262082,231681
71,June,24577,0.51,991,332922,231681
72,July,24401,0.51,947,338100,231681
73,August,22883,0.53,925,309398,231681
74,September,21382,0.53,892,273357,231681
75,October,18819,0.47,735,229399,231681
76,November,17403,0.47,752,239417,231681
77,December,18908,0.47,692,231869,231681
78,January,20056,0.47,747,273200,231681
79,February,17594,0.47,703,212938,231681
80,March,17339,0.47,750,206291,231681
83,June,18730,0.35,1072,227457,231681
84,July,21191,0.35,937,274693,231681
85,August,24057,0.33,1026,335822,231681
86,September,20838,0.33,833,275563,231681
87,October,18890,0.33,876,134022,231681
42,January,94485,0.99,3074,792768,364704
43,February,90515,0.99,2747,750761,364704
44,March,78368,0.99,2752,639542,364704
45,April,67027,0.99,2633,530958,364704
46,May,62164,0.99,1941,505189,364704
47,June,62891,0.99,1472,505580,364704
48,July,62890,0.99,1638,501879,364704
49,August,67573,0.99,1492,559186,364704
50,September,62635,0.99,1461,510721,364704
51,October,55160,0.99,1751,423665,364704
52,November,69457,0.99,2480,524786,364704
53,December,97413,0.99,2975,777031,364704
54,January,92594,0.96,3264,729043,364704
55,February,75791,0.96,2836,589341,364704
56,March,88267,0.96,2885,688560,364704
57,April,55530,0.96,2052,432432,364704
58,May,60524,0.96,1714,488232,364704
59,June,58029,0.96,1512,477622,364704
60,July,57211,0.96,1508,470827,364704
61,August,62093,0.96,1474,517349,364704
62,September,54917,0.95,1478,441667,364704
63,October,54417,0.93,1793,422234,364704
64,November,70096,0.93,2567,543742,364704
65,December,107050,0.93,3241,868966,364704
66,January,98163,0.93,3260,830392,364704
67,February,75563,0.93,3038,652154,364704
68,March,82240,0.93,2790,729345,364704
69,April,59684,0.93,2463,519195,364704
70,May,53424,0.93,1320,488610,364704
71,June,52725,0.93,1535,472849,364704
72,July,58434,0.93,1487,525442,364704
73,August,56327,0.93,1526,500768,364704
74,September,56366,0.93,1528,498875,364704
75,October,52656,0.93,1901,445981,364704
76,November,78406,0.93,2611,677872,364704
77,December,84045,0.93,3028,719570,364704
78,January,95274,0.84,3078,840337,364704
79,February,87244,0.83,2809,776076,364704
80,March,74274,0.85,2882,628858,364704
81,April,52708,0.86,2331,427079,364704
82,May,53721,0.86,1737,469640,364704
83,June,48324,0.86,1321,435633,364704
6,January,14557,0.34,418,172560,175910
7,February,15471,0.34,516,164640,175910
8,March,15081,0.34,454,170640,175910
9,April,16911,0.34,504,194160,175910
10,May,18211,0.34,554,206160,175910
11,June,17695,0.34,552,196560,175910
12,July,18205,0.34,542,209280,175910
13,August,21698,0.65,665,244560,175910
14,September,18872,0.65,576,214560,175910
15,October,17311,0.78,557,188880,175910
16,November,15767,0.78,490,176640,175910
17,December,16733,0.88,494,194640,175910
46,May,22005,0.95,682,253920,175910
47,June,21630,0.95,701,237600,175910
